Gene,EOL-1,HEL,Molm-13,MonoMac1,MV4;11,NB-4,OCI-AML2,OCI-AML3,OCI-AML5,P31-FUJ,PL-21,SKM-1,TF-1,THP-1
TBC1D24,-0.335,-0.342,-0.69,-0.376,-0.839,-0.009,-0.451,0.362,-0.755,-0.597,-0.209,-0.449,-0.621,-0.714
TBC1D5,-0.012,-0.677,-0.375,0.178,0.007,0.24,-0.308,0.25,0.066,-0.499,-0.113,-0.324,-0.314,0.722
TBC1D7,0.017,-0.145,-0.325,0.212,0.562,-0.083,0.235,1.021,-0.119,-0.192,-0.394,0.194,0.418,0.709
TBR1,-0.791,0.178,-0.319,-0.635,-0.288,-0.388,-0.042,0.051,-0.395,-0.178,-0.972,0.305,-0.247,-0.356
TBX2,-0.373,-0.476,-0.515,-0.634,-0.812,-0.841,-0.476,-0.233,-1.072,-0.728,-0.267,0.046,-0.548,0.021
TBX5,-0.353,-0.434,-1.119,-0.405,-0.461,-0.532,-0.077,0.227,-0.243,-0.324,0.218,-0.309,0.015,-0.349
TCEAL1,0.342,-0.321,-0.234,0.066,-0.148,0.086,-0.508,-0.349,-0.212,-0.34,-1.071,-0.459,-0.392,-0.071
TCEAL5,0.006,-0.101,-0.78,-0.293,0.226,0.43,0.222,-0.523,-0.011,0.001,0.363,-0.211,0.43,-0.673
TCEAL8,-0.643,0.423,-0.269,0.056,0.42,0.11,0.478,0.224,0.287,-0.171,-0.721,-0.06,0.344,0.044
TCEANC2,0.132,-0.687,0.209,-0.195,-0.01,0.186,0.367,-0.084,0.441,0.104,-0.766,0.021,-0.039,-0.441
TCEB3,0.317,-0.947,-1.12,-0.226,-0.163,-0.294,-0.23,-0.683,0.223,-0.183,-0.174,-0.306,-0.467,-0.344
TCF20,-0.149,0.223,-0.202,0.121,-0.347,0.359,0.124,0.282,-0.32,0.038,0.208,0.847,-0.605,-0.277
TCFL5,-0.565,-1.083,-0.949,-0.623,-0.682,-0.611,-0.945,-0.074,-0.822,0.048,-0.619,-0.839,-0.698,-0.978
TCHH,-0.73,-0.474,0.011,-0.034,-0.318,0.355,-0.034,0.065,-0.535,-0.338,-0.342,0.022,-0.498,-0.757
TCHP,-0.561,-0.923,-0.996,-0.198,-0.629,-0.55,-0.277,-0.079,-0.795,-0.334,0.207,-0.365,-0.734,-0.689
TCL1A,0.083,0.426,0.647,-0.067,-0.026,-0.228,0.38,-0.7,0.15,-0.296,0.281,-0.032,0.156,0.139
TCP10,-0.948,-0.48,-1.197,0.03,-0.009,-0.273,-0.315,-0.357,-0.212,-0.595,-0.52,-0.254,-0.73,-0.319
TCP11,-0.141,0.02,-0.553,-0.185,-0.282,0.229,-0.356,-0.003,-0.218,-0.916,-0.167,0.126,-0.829,-0.614
TDGF1,0.121,-0.223,-0.178,-0.741,-0.512,-0.319,0.04,0.471,-0.385,0.04,-0.664,-0.595,-0.454,-0.023
TECPR1,-0.399,0.183,0.026,-0.126,-0.59,0.03,-0.457,-0.693,-1.085,-0.727,-0.217,-0.057,-0.9,-0.65
TECTA,-0.034,-0.929,-0.594,0.153,0.025,-0.24,-0.141,-0.675,-0.027,-0.791,-0.651,-0.323,-0.526,-0.449
TENM3,-0.024,0.209,0.601,-0.143,-0.531,0.184,-0.041,-0.485,0.064,0.31,-0.488,-0.121,0.001,0.16
TERF2IP,-0.223,-0.899,-0.477,-0.06,-0.349,-0.428,-0.54,-0.573,-0.487,-1.164,-0.367,-0.626,0.302,-0.116
TET3,-0.7,-0.921,-0.37,-0.068,-1.263,-0.106,-0.338,-0.558,-0.515,-0.847,0.02,0.054,-0.39,-0.75
TEX26,0.03,0.258,-0.118,-0.433,-0.166,-0.002,0.319,-0.077,0.001,-0.711,0.555,0.09,0.421,0.08
TEX29,-0.06,0.4,-0.214,-0.206,0.32,0.056,0.215,-0.052,0.443,-0.475,-0.707,0.154,0.268,0.103
TEX40,-0.191,-0.266,0.355,-0.347,0.096,-0.364,-0.187,-0.457,-0.566,-0.131,-0.483,0.223,-0.805,0.357
TFG,-0.958,0.402,-0.445,-0.165,-0.335,-0.498,-0.534,0.034,0.269,0.09,-0.69,-0.325,-0.495,-0.559
TGDS,-0.584,-0.144,0.067,-0.226,-0.036,-0.025,0.143,0.032,-0.007,-1.63,-0.785,-0.353,-0.91,0.245
TGFBI,0.003,-0.287,-0.82,-0.151,-0.1,-0.465,0.125,-0.656,-0.144,0.1,-0.526,-0.237,-0.913,-0.283
TGFBR1,-0.617,0.235,0.241,0.655,0.328,0.143,0.368,-0.541,0.343,0.137,-0.589,0.003,0.041,-0.197
TGFBR2,-1.078,0.322,0.521,0.816,0.529,0.266,-0.08,-0.799,0.301,0.103,0.119,0.102,0.255,-0.034
TGFBR3,0.139,-0.364,-0.853,0.337,-0.242,0.266,-0.146,-0.537,-0.499,-0.335,-0.386,-0.128,0.04,-0.187
TGIF1,0.238,0.401,-0.343,-0.276,-0.075,-0.243,-0.796,0.159,0.342,-0.051,-0.216,-0.38,0.351,-0.162
TGIF2,-0.224,-1.15,-0.937,-0.228,-0.357,-0.766,-0.405,-0.505,0.182,0.211,-0.446,-0.858,-0.162,-0.5
TGIF2-C20orf24,-0.612,-1.426,-0.881,-0.46,-0.261,-0.525,-0.398,-0.449,-0.265,-0.027,-0.299,-0.616,-0.017,-0.641
TGM2,0.135,-0.822,-0.708,0.302,-0.191,-0.163,-0.014,0.038,-0.398,-0.304,0.197,0.172,0.063,-0.112
THAP1,-0.723,-0.829,-1.343,0.054,-0.534,-0.419,-0.995,-0.691,0.076,0.026,-0.611,-0.281,0.417,0.189
THAP4,-1.391,-0.301,-0.988,-0.755,-0.46,-0.544,-0.311,0.001,-0.903,0.18,-0.715,-0.179,-0.346,-0.105
THAP5,-0.554,0.33,0.266,-0.524,0.158,-0.027,-0.069,0.296,-0.015,-0.013,-1.17,-0.188,0.321,-0.418
THAP7,-0.311,-0.053,0.264,-0.363,0.357,0.452,0.291,-0.192,-0.384,-0.144,-0.698,0.083,-0.01,-0.291
THRA,-0.797,0.416,0.372,-0.741,0.138,-0.825,-0.348,-0.904,-0.251,-0.252,-0.515,-0.587,-0.213,-0.847
THRAP3,-0.232,-0.286,0.2,0.184,0.002,-0.188,0.136,0.5,-0.044,-0.463,-0.686,-0.109,-0.689,-0.204
THSD7A,-0.008,-0.5,-0.965,-0.811,-0.32,0.194,0.094,-0.4,-0.107,0.103,-0.574,0.062,-0.375,-0.273
THSD7B,0.164,-0.309,-0.001,-0.2,-0.285,-0.206,-0.076,-0.885,0.09,-0.193,-0.315,-0.407,-0.967,-0.159
THYN1,-0.902,-0.353,-0.036,-0.534,0.295,-0.109,0.207,-0.492,0.034,-0.125,0.286,-0.307,-0.375,0.17
TIE1,-0.24,-0.343,-0.327,-0.306,-0.416,-0.036,0.086,-0.616,0.21,-0.318,0.159,-0.163,-1.312,-0.42
TIMM10B,-0.883,-0.143,0.783,0.078,0.328,0.169,-0.563,0.712,0.037,0.12,-0.012,0.247,-0.396,0.24
TIMM8A,-1.196,0.161,-0.343,0.286,-0.265,-0.244,-0.605,-0.449,0.063,-0.281,-0.415,0.014,-0.578,-0.883
TIMM9,-0.32,-0.116,0.964,0.239,0.353,0.208,-0.137,-0.071,-0.053,0.106,0.068,0.611,0.132,-0.193
TIPARP,-0.644,-0.09,-0.663,-0.057,-0.266,0.073,-0.244,0.138,0.26,0.199,-0.129,0.714,0.256,0.201
TLK2,-0.27,-0.221,-0.337,-0.448,-0.22,-0.048,0.266,-1.234,0.052,-0.273,-0.34,0.206,0.202,-0.397
TLN1,0.106,0.189,0.134,-0.57,0.096,0.282,0.185,-0.02,0.433,-0.178,-0.357,-0.318,-0.805,0.32
TLX3,0.343,0.401,-0.196,-0.168,0.112,0.346,0.511,-0.117,-0.598,0.239,-0.144,0.171,0.52,0.203
TM2D1,-0.78,-0.593,-0.819,-0.922,-0.515,-0.618,-0.137,-0.737,-0.915,-0.831,-0.944,-0.462,-0.808,-1.591
TM2D2,-0.467,-0.122,-0.719,-0.381,-0.638,0.006,-0.061,-0.425,-0.713,-0.648,-0.887,-0.282,-0.329,-1.476
TM6SF2,-0.4,-0.009,-0.434,-0.241,-0.623,-0.423,-0.553,-0.345,-0.946,-0.361,-0.121,-0.337,-1.369,-0.32
TM7SF3,0.145,0.013,0.364,0.084,-0.079,-0.807,-0.058,0.42,-0.013,0.059,0.142,0.551,-0.179,-0.606
TM9SF2,0.297,-0.199,-1.028,-0.207,-0.305,0.173,-0.502,-0.123,0.134,-0.667,-0.507,0.029,-0.166,-0.342
TM9SF3,0.113,-0.05,-0.529,-0.059,-0.151,0.302,0.321,-0.511,0.533,0.292,-0.498,-0.002,-0.432,-1.269
TMA16,0.091,-0.712,-1.141,-0.362,-0.358,-0.314,-0.163,-0.207,-0.408,-0.471,-0.324,-0.108,-0.821,-0.826
TMC4,-0.683,-0.398,-0.81,0.128,-0.83,0.131,-0.467,-0.208,-0.39,-0.464,-0.484,-0.111,-0.774,0.131
TMCO4,0.035,-0.646,-1.294,-0.04,-0.69,-0.308,-0.385,-0.584,-0.365,-0.289,-0.696,-0.048,-0.513,-0.408
TMEFF2,0.348,0.38,0.312,0.3,0.535,-0.254,-0.069,-0.067,-0.309,0.335,-0.362,0.194,-0.525,0.048
TMEM106C,-0.095,-0.27,-0.347,0.071,-0.505,-0.588,-0.161,-0.768,-0.559,-0.234,-0.757,-0.191,-1.582,-0.107
TMEM120B,-0.987,-0.185,0.193,-0.161,-0.313,-0.019,0.09,-0.952,-0.165,-0.812,-0.85,-0.647,-0.298,-0.235
TMEM129,-0.362,0.03,-0.561,-0.003,-0.267,-0.412,0.155,-0.859,-0.346,-0.273,0.033,0.425,-0.42,-0.176
TMEM132B,0.177,-1.156,-0.798,-0.191,-0.155,-0.073,-0.127,-0.131,-0.432,-0.697,-0.8,-0.305,-0.656,-0.165
TMEM134,-0.342,0.446,0.065,-0.781,-0.646,-0.903,-0.339,-0.152,-0.276,-0.663,-0.195,-0.539,-1.003,-0.876
TMEM150B,-0.553,-0.132,-0.942,-0.114,-0.636,-0.277,-0.076,-0.13,-0.125,-0.268,0.034,0.488,-0.099,-0.02
TMEM173,-0.054,-0.011,-0.611,0.374,-0.56,-0.615,-0.405,-0.105,-0.67,-0.602,-0.489,-0.215,-0.949,-0.6
TMEM194B,-0.372,0.119,0.287,-0.265,-0.208,0.338,0.182,-0.088,0.327,-0.201,-0.701,-0.109,-0.752,0.29
TMEM203,-0.615,-0.151,-0.101,-0.193,-0.068,-0.323,0.135,-0.221,-0.533,0.312,-0.179,1.25,0.369,0.198
TMEM204,-0.208,0.248,-0.388,0.092,-0.292,0.166,-0.278,-0.471,-0.391,-0.073,-0.17,-0.102,-1.041,0.057
TMEM230,0.051,-0.391,-0.183,-1.002,-0.629,-0.778,-0.284,-0.519,-0.142,-0.647,-0.889,-0.036,-0.822,0.062
TMEM249,-0.235,0.109,-0.903,-0.015,-1.063,-0.087,-0.36,0.289,-0.526,-0.188,-0.378,-0.322,-0.107,-0.333
TMEM251,-0.092,-0.155,-1.079,0.124,-0.097,0.077,-0.264,-0.021,-0.472,-0.284,-0.062,-0.62,-0.413,-0.531
TMEM26,0.582,-0.044,-0.014,-0.484,-0.034,-0.406,0.308,0.314,0.115,0.249,-0.587,0.024,-0.123,0.474
TMEM33,0.054,-0.284,0.367,0.225,1.151,0.075,0.078,-0.207,0.323,0.233,0.264,0.171,0.648,0.011
TMEM41B,-0.527,-0.248,-0.378,-0.211,0.542,-0.22,0.351,-0.452,-0.089,-0.325,-0.319,-0.823,-0.154,-1.228
TMEM57,-0.456,-0.219,-0.406,0.238,0.406,-0.605,-0.701,0.236,-0.011,-0.212,-0.755,-0.552,-0.547,-0.347
TMEM60,0.157,0.042,-0.033,-0.338,-0.094,0.279,0.097,-0.026,-0.093,0.26,-0.027,0.762,0.1,-0.67
TMEM66,-0.347,-0.535,-0.88,-0.068,-0.75,0.028,-0.245,-0.544,-1.49,-0.071,-0.05,-0.112,-0.87,-0.054
TMEM74,0.118,0.148,-0.447,0.068,0.247,0.198,0.249,-0.117,-0.77,0.097,0.167,-0.372,-0.598,-0.041
TMEM74B,-0.419,-0.338,-1.011,0.085,-0.739,-0.208,0.227,-0.315,-0.668,-0.005,0.139,-0.478,0.126,-0.18
TMEM8B,-0.632,-0.219,0.387,0.264,-0.107,0.091,0,-0.323,0.219,0.365,0.206,-0.201,-0.815,-0.08
TMF1,-0.391,-0.071,-0.379,-0.294,-0.476,-0.07,-0.032,-0.544,-0.056,0.05,-0.272,-0.223,0.316,-1.076
TMPRSS13,-0.148,-0.823,-0.489,0.608,-0.06,0.445,0.07,0.006,-0.663,-0.378,0.253,0.152,-0.838,-0.108
TMSB4X,-0.274,-0.015,-0.847,0.276,-0.265,0.026,-0.538,-0.048,-0.318,0.137,-0.773,-0.562,0.376,-0.627
TMX1,0.113,-0.301,-0.584,0.115,-0.168,0.242,-0.151,-0.761,0.463,0.037,0.059,0.153,0.352,-0.489
TNFRSF10B,0.251,0.173,-0.835,0.208,-0.359,0.199,0.09,-0.391,-0.48,0.272,-0.164,-0.064,0.249,-0.14
TNFRSF11A,-0.001,-0.167,-0.459,0.048,0.119,-0.193,0.131,-0.536,0.209,0.187,-0.375,-0.237,0.714,-0.052
TNFRSF12A,-0.451,0.262,-0.356,-0.801,-0.151,-0.247,-0.119,-0.452,0.037,0.02,-0.096,0.278,-0.7,-0.281
TNFRSF19,-0.02,0.177,-0.644,-0.067,0.029,0.025,0.561,-0.236,-0.411,-0.247,-0.335,0.099,-0.766,-0.522
TNFSF13B,0.193,0.174,0.011,0.045,0.46,0.102,0.13,0.124,0.092,-0.501,-0.879,0.284,0.231,0.041
TNK2,0.435,0.203,-0.287,-0.49,0.019,-0.243,-0.421,-0.397,-0.144,-0.011,0.053,-0.625,-0.689,-0.305
TNNC1,-0.239,-0.491,-0.589,0.184,-0.324,0.124,-0.274,-0.125,0.037,-0.474,-0.373,0.091,-0.817,0.756
TNNI3,-0.592,-0.339,-1.287,-0.147,-0.936,-0.397,-0.567,-0.49,-0.421,-0.573,-0.042,-0.344,-0.162,-0.395
TNNT3,-0.477,0.034,-1.244,0.101,-0.18,-0.107,-0.514,-0.481,-0.112,-0.185,-0.423,-0.413,-0.553,-0.522
TNRC6A,-0.911,-0.408,-0.876,-0.528,-0.607,-0.516,-0.487,-0.584,-0.712,-0.178,-0.647,0.177,-0.911,0.353
TOM1L1,-0.137,-0.848,-0.713,-0.346,0.322,-0.28,0.501,-0.774,-0.106,0.052,0.189,-0.658,-1.263,-0.554
TOR1A,-0.228,-0.519,-0.053,0.146,0.083,-0.466,0.211,-0.463,-0.07,0.385,-0.81,-0.393,-0.035,-0.545
TP53,2.569,0.01,2.04,-0.046,1.3,-0.509,2.289,0.411,1.096,-0.271,-0.535,-0.392,-1.047,-0.08
TP53BP1,0.366,-1.022,-0.104,-0.171,-0.27,-0.213,-0.666,-0.466,0.267,-0.966,0.077,-0.837,-0.822,-0.689
TP63,0.454,0.371,-0.405,-0.028,0.593,-0.294,-0.113,0.18,0.177,0.259,0.539,-0.08,-0.524,0.204
TPK1,0.212,-0.548,-0.505,0.085,-0.023,0.266,0,-0.191,0.335,-0.184,-0.453,0.258,-0.489,0.269
TPP2,-0.385,-0.383,-0.295,-0.206,0.258,0.067,0.433,0.567,-0.437,-0.677,-0.579,0.408,0.03,0.276
TPPP3,-0.269,-0.122,-1.041,0.051,-0.782,-0.05,-0.223,-0.754,-0.909,-0.399,-0.516,-0.439,-0.372,-0.572
TPRG1,0.18,0.467,-0.135,-0.56,-0.418,-0.078,-0.496,-0.83,-0.355,0,0.13,-0.196,-0.718,-0.576
TPRG1L,-0.439,0.088,-0.598,0.29,-0.124,0.077,0.049,-0.322,-0.489,0.102,-0.857,-0.112,-1.175,0.085
TPSAB1,-0.379,-0.411,-0.759,-0.576,-0.483,0.003,-0.585,-0.714,-0.574,0.56,-0.942,-0.663,-0.27,-0.337
TRABD2B,0.197,-0.282,-0.591,-0.19,-0.331,0.285,-0.481,-0.34,-0.591,0.468,-0.448,-0.708,-1.605,-0.084
TRAF3IP3,0.188,-0.424,-0.258,0.025,-0.513,-0.362,-0.402,-0.705,-0.484,-0.25,-0.369,0.118,-0.513,0.527
TRAF7,-0.057,0.2,-0.958,-0.884,-0.584,-0.261,-0.473,-0.663,-0.906,-0.534,-0.086,-0.787,-0.798,-0.325
TRAK1,-0.033,-0.731,-0.94,-0.8,-0.231,-0.774,0.088,-0.663,0.141,-0.077,-0.319,0.194,-0.464,-0.251
TRERF1,-0.223,-0.062,-0.299,0.366,-0.064,-0.255,-0.393,-0.028,0.215,0.303,0.649,-0.467,-1.093,0.03
TRIB1,-0.439,-0.678,-1.797,0.374,-0.264,-0.143,0.129,-0.825,-0.402,-0.377,-0.627,-0.557,-0.643,0.103
TRIM13,-0.302,-0.407,-0.623,0.161,0.108,-0.451,0.378,0.413,-0.662,-0.153,-0.508,0.273,-0.65,-0.197
TRIM21,-0.296,-0.36,-0.528,0.164,-0.816,-0.008,-0.663,-0.842,-0.479,-1.015,-0.509,-0.684,-0.021,-0.525
TRIM27,-0.345,-0.404,-0.371,0.196,0.053,-0.063,-0.247,-0.591,-0.285,0.168,-0.73,0.329,-0.162,0.348
TRIM31,-0.877,-0.349,-0.897,-0.087,-0.261,-0.191,-0.275,-0.023,-0.138,-0.229,-0.357,-0.195,-0.851,0.215
TRIM5,0.291,-0.813,-0.258,-0.25,0.295,0.332,0.273,-0.391,0.072,-0.129,-0.508,0.165,-0.141,0.091
TRIM65,-0.375,-0.616,-0.498,-0.093,0.229,-0.09,-0.511,-0.721,-0.693,-0.144,-0.927,-0.472,-0.881,-0.137
TRIM67,0.34,-0.545,-0.113,-0.177,-0.027,0.155,-0.381,-0.427,-0.597,0.142,-0.7,-0.8,-1.172,-0.409
TRIM71,-0.141,0.269,0.072,0.217,-0.497,-0.56,-0.13,-0.03,-0.25,-0.048,-0.92,-0.664,-0.949,0.061
TRIP4,-0.756,-0.297,0.069,0.055,-0.438,-0.224,-0.458,-0.5,-0.162,-1.015,0.193,-0.559,-0.849,-0.201
TRMT10A,0.462,-0.145,-0.106,-0.429,0.063,-0.036,0.021,-0.049,-0.067,-0.315,-0.188,-0.439,-1.069,-0.749
TROAP,-0.06,-0.633,0.013,-0.143,-0.378,0.143,-0.236,-0.285,0.262,0.095,-0.41,-0.18,-1.631,-0.95
TRPC4,-0.715,-0.422,0.01,0.014,-0.255,-0.139,0.061,-0.7,-0.083,0.004,-0.259,-0.063,-0.173,-1.028
TRPC4AP,-0.098,-1.492,-0.009,-0.76,0.102,-0.002,-0.048,-0.859,-0.589,-0.42,-0.483,-0.325,-0.442,-0.283
TRPC7,0.043,0.206,-0.276,0.074,0.404,-0.132,-0.013,0.134,-0.47,0.256,-0.839,-0.053,0.022,-0.412
TRPM5,-0.044,-0.13,-0.716,-0.213,-1.599,-0.014,-0.821,-0.606,-0.779,-0.206,-0.103,-0.067,-0.664,-0.659
TSNAX,-0.456,0.503,-0.617,0.288,0.078,-0.002,-0.427,0.296,-0.344,-0.06,-0.135,-0.253,-0.908,-0.547
TSPAN15,0.173,0.108,-0.014,0,0.097,-0.553,0.092,0.381,0.396,0.22,-0.601,0.371,-0.649,0.222
TSPAN16,-0.076,-0.065,-0.97,0.218,-0.92,-0.068,-0.133,-0.305,-0.179,-0.237,-0.724,-0.01,-0.719,-0.485
TSPAN7,-0.25,0.631,-0.324,-0.212,0.295,-0.467,0.435,-0.245,-0.246,-0.196,0.427,-0.223,0.063,0.039
TSPY2,-0.259,0.287,-1.391,-0.379,-0.369,0.435,-0.298,0.009,-0.349,-0.467,-0.004,0.654,-0.876,-0.05
TSPY8,0.069,0.437,-1.086,0.04,0.179,0.393,0.145,0.372,-0.285,-0.743,0.487,0.496,-0.329,-0.482
TSTD2,0.76,0.136,-0.144,0.158,-0.025,-0.101,-0.147,0.275,-0.362,0.048,-0.745,-0.464,-0.176,-0.348
TSTD3,-0.31,0.122,0.042,0.407,0.179,0.142,0.667,0.136,0.731,0.424,-0.308,0.81,-0.363,0.455
TTBK1,-0.489,-0.455,-0.928,-0.611,-0.989,-0.79,-0.447,-0.384,-0.641,-0.467,0.01,-0.682,-1.369,-0.238
TTC14,-0.071,-0.062,-1.077,-0.467,-0.229,-0.878,-0.576,-0.398,0.118,-0.217,-0.293,-0.078,-0.889,-0.021
TTC25,-0.466,-0.197,-0.522,0.381,-0.96,-0.458,-0.242,-0.782,-0.543,-0.303,-0.734,-0.074,-0.857,-0.186
TTC40,-0.664,0.216,-0.35,-0.747,-0.343,-0.576,0,-0.04,-0.538,-0.168,0.004,-0.839,-0.738,0.25
TTLL6,-0.206,0.263,-0.784,-0.776,-0.025,-0.012,0.068,0.135,-0.126,-0.158,-0.368,-0.386,-0.55,0.295
TUBA3E,0.16,0.754,-0.115,0.39,0.591,0.181,0.506,-0.503,0.217,0.459,0.097,-0.047,0.362,-0.43
TXLNG,-0.809,-0.299,-0.33,-0.012,0.096,-0.497,0.099,-0.255,-0.267,-0.478,0.167,-0.455,0.315,0.273
TXNDC11,-1.103,-0.108,-0.121,-0.566,-0.58,0.081,-0.277,-0.32,0.041,0.155,-0.466,-0.061,-0.533,-0.265
TXNDC17,-0.559,0.083,0.166,-0.125,-0.229,-0.377,-0.368,-1.625,0.08,0.111,-0.394,0.55,-0.427,0.119
TYSND1,-0.291,-0.212,-0.206,-0.504,-0.753,-0.407,0.161,-0.135,-1.082,-0.389,-0.151,-0.024,-0.848,0.174
UAP1,-0.655,-0.213,0.867,-0.077,-0.164,0.136,0.038,-0.135,-0.338,0.241,0.015,-0.3,0.213,0.051
UBA6,-0.412,-0.474,1.376,-0.691,0.44,-0.536,0.14,-0.058,0.497,-0.152,0.49,0.032,-1.171,0.344
UBC,-0.891,-0.341,-0.145,-0.337,0.305,0.014,-0.159,-0.119,-0.265,0.22,-0.303,0.078,0.343,-0.793
UBE2E1,-1.093,-0.162,0.579,-0.195,1.145,0.098,0.78,-0.447,0.338,0.238,-0.472,0.362,-0.066,0.614
UBE2F,-0.343,0.075,0.095,0.187,0.244,0.284,0.01,-0.301,1.323,0.293,-0.082,0.347,0.409,-1.161
UBE2Q1,-0.182,-0.368,-0.228,-0.44,-0.921,0.472,-0.692,0.11,-1.57,-0.329,-0.828,-0.631,-0.673,0.31
UBE2S,-0.426,-1.682,-0.093,-0.314,-0.5,-0.921,-0.114,-0.394,-0.852,-0.511,0.096,-0.27,-0.935,-0.14
UBE2V2,0.175,0.292,-0.866,-0.247,0.239,-0.053,-0.091,0.608,-0.22,0.228,-0.2,-0.079,-0.084,-0.328
UBE2Z,0.228,-0.52,-0.92,0.039,-0.429,0.01,-0.134,-0.647,-0.388,-0.159,-0.38,-0.481,-1.099,-0.283
UBE3A,-0.293,-0.137,0.041,-0.503,-0.722,-0.605,-0.181,0.044,-0.137,0.243,-0.218,0.578,-0.179,-0.027
UBE3C,-0.378,-0.559,-0.903,0.457,-0.841,-0.518,-0.086,-1.508,-0.109,-0.718,-0.992,-0.162,-0.619,-0.277
UBE4A,0.006,-0.821,-0.958,0.042,-0.271,0.354,-0.159,0.143,0.018,0.054,-0.487,-0.549,-0.185,-0.376
UBN1,0.215,-0.001,-0.069,-1.022,-0.13,0.055,-0.107,-0.719,-0.128,-0.326,-0.115,0.083,-0.114,-0.417
UBR1,-0.094,-1.17,0.025,-0.465,-0.889,0.028,0.006,-0.479,-0.271,-0.293,-0.129,-0.302,-0.336,-0.393
UBR2,0.246,-0.236,0.605,-0.621,0.867,-0.156,0.327,-0.568,0.307,-0.002,-0.666,0.063,-0.82,0.071
UBR3,-0.172,0.028,-0.383,-0.518,-0.027,-0.767,-0.061,0.04,-0.162,-0.208,-0.203,-0.016,-0.948,0.396
UBR7,0.035,0.009,-0.834,-0.093,-0.32,0.273,0.172,-0.138,0.212,0.206,-0.31,0.125,-0.46,0.244
UBXN4,-0.18,-0.61,-0.362,-0.1,-0.289,0.422,-0.294,-0.425,-0.046,0.104,-0.049,-0.075,-0.991,0.052
UBXN7,-0.205,0.452,0.21,-0.21,0.155,-0.2,-0.276,0.848,-0.459,0.224,-0.569,-0.396,-0.191,-0.166
UCHL3,-0.463,-0.204,-0.92,-0.388,-0.439,0.202,0.188,0.166,-0.329,-0.355,0.127,-0.227,-0.449,0.187
UCMA,-0.188,0.241,0.263,0.509,-0.165,0.79,0.273,-0.345,0.045,0.405,-0.403,-0.292,-0.354,0.281
UEVLD,0.131,0.344,0.186,-0.188,-0.252,0.183,0.244,-0.528,-0.388,0.004,0.212,-0.321,-0.619,-0.645
UFM1,-0.519,0.201,-0.667,-0.209,-0.436,0.258,0.108,-0.241,0.279,-0.466,-0.272,-0.717,-0.693,-1.569
UGCG,-0.087,0.016,0.148,-0.211,-1.048,0.138,-0.005,-0.22,0.067,0.095,-0.081,-0.376,0.187,-0.948
UGDH,-0.673,-0.159,-0.488,0.879,0.125,-0.299,-0.01,0.754,0.263,0.153,-1.895,0.184,0.444,-0.379
UGGT1,0.144,-0.187,-0.044,-0.41,0.542,-0.172,-0.013,-0.582,-0.967,0.035,-1.07,-0.423,-0.447,0.309
UIMC1,-0.443,-0.949,-1.241,-0.37,-0.718,-0.139,-0.539,-0.094,-0.463,-0.905,-0.459,-0.331,-0.896,-0.328
ULK1,-0.318,0.105,-0.778,-0.696,-0.004,-0.211,-0.175,0.093,-1.047,-0.27,-0.982,-0.489,-0.578,-0.245
UNC5C,-0.272,-0.602,0.226,-0.807,-0.207,-0.014,-0.299,-0.14,-0.481,0.029,-0.862,-0.324,-0.454,0.119
UNC80,-0.586,0.188,-0.824,0.066,-0.4,-0.212,-0.17,-0.172,-0.813,-0.681,0.086,-0.14,-0.515,-0.824
UPF3B,-0.805,-0.255,-0.427,-0.875,-0.802,0.045,-0.526,0.607,-0.138,-0.175,-0.244,-0.1,-0.991,-0.057
UQCC2,-1.479,-0.198,0.051,-0.1,-0.887,-0.805,-0.668,-0.502,-0.574,-0.616,-0.823,-0.279,-0.466,-0.472
USB1,0.016,0.229,-0.712,-0.419,-0.001,-0.693,-0.64,-0.106,-0.651,-0.087,-0.301,0.088,-1.639,-0.179
USP15,-0.757,-0.901,-0.406,-0.03,-0.072,-0.863,-0.265,-0.435,-0.137,-0.37,-0.083,0.875,-0.464,-0.106
USP16,-0.476,-1.091,-0.939,-0.415,-0.223,-0.069,-0.3,0.014,-0.313,-0.287,-0.911,-0.401,-0.58,-0.403
USP17L17,-0.496,0.27,-0.903,-0.282,0.153,-0.577,-0.445,0.464,0.17,0.196,-0.429,0.055,-0.349,-0.762
USP17L7,-0.072,0.276,-0.819,-0.302,0.081,-0.005,-0.096,-0.251,-0.591,0.349,0.365,0.569,0.314,0.285
USP24,-0.682,-0.446,-0.042,-0.451,-0.017,0.05,-0.14,0.138,-0.37,0.348,0.521,-0.682,-1.202,-0.34
USP34,-0.649,-0.507,-0.049,-0.747,0.756,0.224,-0.197,-0.729,0.474,-0.11,-0.765,-0.54,-0.027,-0.737
USP42,-0.813,-0.327,-0.41,-0.12,-0.324,-0.398,-0.468,0.261,-1.038,0.305,-0.228,-0.375,-0.132,-0.371
USP44,0.397,-0.408,0.43,0.293,0.427,-0.065,0.349,0.2,0.15,0.095,-0.693,0.285,-0.055,-0.209
USP50,-0.455,-0.343,0.195,0.101,-0.118,0.281,0.217,-0.182,0.358,0.113,0.342,-0.242,-0.667,-0.259
USP54,0.182,-0.088,-0.425,0.199,-0.54,-0.193,0.075,-0.508,-0.5,-0.164,-0.892,-0.241,-0.649,-0.077
VASP,-0.281,-0.228,-0.676,-0.296,-0.424,-0.183,-0.018,-0.582,0.026,-0.684,-0.986,-0.003,-1.045,-0.228
